X,Y,kind
-1.5134726920889054,0.2202693484308303,crop
-1.5328087581296994,0.3957369155054827,crop
-1.524695757813692,0.5465725437001254,crop
-1.5171461868458984,0.6768714418897364,crop
-1.5417899665669725,0.814537282126748,crop
-1.5110398144468606,0.9718416543588348,crop
-1.5242676854284192,1.1152865554115274,crop
-1.529188068311415,1.3198203607712269,crop
-1.5291201761355624,1.4604290914006632,crop
-1.5430365260068861,1.612840346753323,crop
-1.5395237403799966,1.7988128560719028,crop
-1.5248954009385465,1.9747719208325407,crop
-0.7817051901855216,-2.0328149259961523,crop
-0.7575207239278272,-1.887266459088802,crop
-0.7577755041395364,-1.7390294059736986,crop
-0.7903639736973398,-1.5889018911278214,crop
-0.7717685483709849,-1.4154652104062153,crop
-0.7745146437557224,-1.2727678764604955,crop
-0.7867590069611641,-1.072963674683398,crop
-0.7768864872436745,-0.41658178210502944,crop
-0.7854134650305098,-0.2499917242332798,crop
-0.7918883890576693,-0.0741253666109822,crop
-0.7869255027162609,0.09440729154517528,crop
-0.7767826078978814,0.26217442401325003,crop
-0.7920127059477797,0.39389817540852984,crop
-0.7625459508958448,0.5807180468539757,crop
-0.7658333852198678,0.7351223277646859,crop
-0.7823073864498058,0.9324001351862787,crop
-0.7706886326933085,1.1063273016295085,crop
-0.7752573416467206,1.2346492001479217,crop
-0.775198854805925,1.3869016546808568,crop
-0.7786386674577201,1.582430098496703,crop
-0.7657755336329704,1.7577776070323214,crop
-0.7816776214534051,1.9267669328803894,crop
-0.012623106798989883,-2.0523608632169044,crop
-0.025497776882283232,-1.891169705161148,crop
-0.035903553135029756,-1.7715219985019677,crop
-0.03899193273950603,-1.624321588377722,crop
-0.02372028939165656,-1.43994624638807,crop
-0.030516483435017963,-1.3155813363556994,crop
-0.018484125703275914,-1.1735313269096228,crop
-0.0069733425788387066,-0.9718342939148139,crop
-0.026028864135586985,-0.8330965512356636,crop
-0.01079855189198016,-0.6737467149179697,crop
-0.029695686163140958,-0.539713163271828,crop
-0.012598055816884293,-0.4028080905443953,crop
-0.027342746085042793,-0.23147630886088105,crop
-0.042180869302177196,-0.087566116344109,crop
-0.04641115635137778,0.06008184853755809,crop
-0.008469429010480492,0.2289157234358415,crop
-0.037904733950364825,0.3903296812981221,crop
-0.03381075437032273,0.5139702426109676,crop
-0.04412830767450222,0.6775012571517862,crop
-0.029748516736134614,0.8705718398112896,crop
-0.0076149162306997226,1.0186627904998298,crop
-0.016397687150115206,1.1786553341423531,crop
-0.031248315710804955,1.3739684441243332,crop
-0.03981519979534749,1.5356166081725033,crop
-0.02089001353114535,1.8875667667200917,crop
0.7330443532824586,-2.0169317931094843,crop
0.7078011130236355,-1.136759334193285,crop
0.7298666231404065,-0.9643686575376351,crop
0.7293936028280223,-0.8184948053018155,crop
0.7394100818617051,-0.6227620458659695,crop
0.7390769989394987,0.2870920536962472,crop
0.7179343052243652,1.1006946472341108,crop
0.7139934991754024,1.277852570050315,crop
0.7294402383531315,1.4377515575718867,crop
0.7236318760372444,1.6121855766526554,crop
0.726154717686349,1.7732769402838457,crop
0.7429639977898692,1.9310807986946925,crop
1.466310741118168,-2.0447920427068564,crop
1.4873035778589638,-1.886924852109717,crop
1.483622087208752,-1.7149312864037647,crop
1.4670739616377733,-1.541938812610929,crop
1.4851134008007312,-1.3928115103210834,crop
1.4718502136994116,-1.2128384641516152,crop
1.478600219955674,-1.0787080357188175,crop
1.4852566527859692,-0.944289460517379,crop
1.4859553985291913,-0.7337932191760124,crop
1.469857811018395,-0.5608989330576322,crop
1.4740614278502966,-0.3953047534042144,crop
1.47428114146283,-0.21956637576846333,crop
1.4645172785185367,-0.049408095937768695,crop
1.4897187166305932,0.09667427426679813,crop
1.4599330411640488,0.26669350990159374,crop
1.4875869712956764,0.4124876196438548,crop
1.4932760271347998,0.6041988270751955,crop
1.4787056800150429,0.7802324172568136,crop
1.4749053392307594,0.9618474195357856,crop
1.4907617010016,1.0985658928465771,crop
1.4820486667066433,1.2502157631342794,crop
1.4716951167345085,1.3898954127417584,crop
1.4679403776602922,1.5253060628418906,crop
1.4616462842745113,1.6879580486675365,crop
1.4899190162935747,1.8454800243683736,crop
1.4564951024055428,2.012060380283717,crop
2.233264079078054,-2.020113318545062,crop
2.236514634775952,-1.8678300162539656,crop
2.2124342119860816,-1.657060130539757,crop
2.21428281095687,-1.4841931833105895,crop
2.215421232615126,-1.303808924138276,crop
2.240484372193937,-1.1326259705352981,crop
2.237383643271413,-0.9998437598259562,crop
2.230260022502699,-0.6675322167587876,crop
2.2175369305815127,-0.5064487780679034,crop
2.2298969815256267,-0.3654442276631373,crop
2.2177153134033314,-0.18979484177847578,crop
2.223624355404667,-0.02719328724889021,crop
2.2243522364472637,0.15017236192790923,crop
2.2125796526693358,0.30736990770397227,crop
2.2266483596787823,0.4722554839143996,crop
2.2253891470273337,0.6482032725520297,crop
2.2277631350098965,0.7960212495335537,crop
2.2074919771062604,0.9401162148475966,crop
2.2100124988362846,1.079901900567929,crop
2.207238674764888,1.27813040033054,crop
2.2201988823568057,1.4363885744631915,crop
2.2313640468589546,1.6383942845189836,crop
2.240048470058023,1.7750951401510833,crop
2.2383658968933946,1.9432145872905162,crop
